1, private, far_end:amethyst_forest, MONSTER, minecraft:enderman, 33, 4, 4
323, ocean, minecraft:frozen_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
324, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
325, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
326, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
327, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
328, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
329, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
330, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 20, 4, 4
331, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
332, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
333, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
334, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
335, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:stray, 80, 4, 4
336, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
337, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
338, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
339, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
340, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
341, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
342, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 20, 4, 4
343, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
344, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
345, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
346, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
347, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
348, river, minecraft:frozen_river, MONSTER, minecraft:stray, 80, 4, 4
349, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
350, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
351, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
352, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
353, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
354, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
355, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
356, forest, minecraft:grove, MONSTER, minecraft:skeleton, 20, 4, 4
357, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
358, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
359, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
360, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
361, forest, minecraft:grove, MONSTER, minecraft:stray, 80, 4, 4
362, forest, minecraft:grove, MONSTER, hwg:merc, 5, 1, 2
363, forest, minecraft:grove, MONSTER, hwg:spy, 5, 1, 2
364, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
365, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
366, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
367, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
368, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 4, 4
369, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
370, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 2, 4
371, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
372, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
373, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
374, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
375, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
376, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
377, private, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
378, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
379, private, minecraft:ice_spikes, MONSTER, minecraft:enderman, 10, 1, 4
380, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
381, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
382, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
383, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
384, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
385, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
386, nether, incendium:infernal_dunes, MONSTER, minecraft:blaze, 20, 2, 5
387, nether, incendium:infernal_dunes, MONSTER, minecraft:magma_cube, 5, 1, 3
388, nether, incendium:infernal_dunes, MONSTER, minecraft:zombified_piglin, 5, 1, 4
389, nether, incendium:infernal_dunes, MONSTER, minecraft:ghast, 3, 4, 4
390, nether, incendium:infernal_dunes, CREATURE, minecraft:strider, 60, 1, 2
391, nether, incendium:inverted_forest, MONSTER, minecraft:enderman, 5, 4, 4
392, nether, incendium:inverted_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
393, nether, incendium:inverted_forest, MONSTER, minecraft:ghast, 3, 4, 4
394, nether, incendium:inverted_forest, CREATURE, minecraft:strider, 60, 1, 2
395, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
396, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
397, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
398, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
399, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
400, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
401, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 10, 1, 4
402, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
403, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
404, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
405, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
406, jungle, minecraft:jungle, MONSTER, minecraft:spider, 20, 4, 4
407, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
408, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
409, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
410, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
411, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
412, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
413, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
414, jungle, minecraft:jungle, MONSTER, minecraft:cave_spider, 80, 4, 4
415, jungle, minecraft:jungle, MONSTER, hwg:merc, 5, 1, 2
416, jungle, minecraft:jungle, MONSTER, hwg:spy, 5, 1, 2
417, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
418, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
419, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
420, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
421, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
422, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
423, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
424, jungle, minecraft:jungle, CREATURE, minecraft:ocelot, 5, 1, 3
425, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
426, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
427, jungle, minecraft:jungle, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
428, jungle, minecraft:jungle, WATER_AMBIENT, minecraft:tropical_fish, 15, 6, 8
429, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
430, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
431, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
432, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
433, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
434, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
435, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
436, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
437, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
438, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
439, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
440, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
441, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
442, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
443, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
444, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
445, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
446, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
447, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
448, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
449, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
450, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
451, private, minecraft:lush_caves, MONSTER, minecraft:spider, 20, 4, 4
452, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
453, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
454, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
455, private, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
456, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
457, private, minecraft:lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
458, private, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
459, private, minecraft:lush_caves, MONSTER, minecraft:cave_spider, 80, 4, 4
460, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
461, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
462, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
463, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
464, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
465, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 19, 4, 4
466, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
467, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
468, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
469, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
470, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 10, 1, 4
471, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 10, 1, 1
472, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 5, 1, 1
473, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:drowned, 80, 4, 4
474, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
475, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
476, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
477, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
478, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
479, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
480, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
481, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
482, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
483, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
484, plains, minecraft:meadow, MONSTER, minecraft:enderman, 10, 1, 4
485, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
486, plains, minecraft:meadow, CREATURE, minecraft:donkey, 5, 1, 2
487, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 5, 2, 6
488, plains, minecraft:meadow, CREATURE, minecraft:sheep, 5, 2, 4
489, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
490, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
491, private, apocalypse_overwrite:modern_city, MONSTER, minecraft:zombie, 80, 4, 4
492, private, apocalypse_overwrite:modern_city, MONSTER, minecraft:zombie_villager, 50, 1, 1
493, private, apocalypse_overwrite:modern_city, AMBIENT, minecraft:bat, 10, 8, 8
494, private, apocalypse_overwrite:modern_city, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
495, private, apocalypse_overwrite:modern_country, MONSTER, minecraft:zombie, 80, 4, 4
496, private, apocalypse_overwrite:modern_country, MONSTER, minecraft:zombie_villager, 50, 1, 1
497, private, apocalypse_overwrite:modern_country, AMBIENT, minecraft:bat, 10, 8, 8
498, private, apocalypse_overwrite:modern_country, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
499, private, apocalypse_overwrite:modern_country_desert, MONSTER, minecraft:zombie, 80, 4, 4
500, private, apocalypse_overwrite:modern_country_desert, MONSTER, minecraft:zombie_villager, 50, 1, 1
501, private, apocalypse_overwrite:modern_country_desert, CREATURE, minecraft:bat, 80, 12, 24
502, private, apocalypse_overwrite:modern_country_desert, AMBIENT, minecraft:bat, 10, 8, 8
503, private, apocalypse_overwrite:modern_country_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
504, private, apocalypse_overwrite:modern_small_town, MONSTER, minecraft:zombie, 80, 4, 4
505, private, apocalypse_overwrite:modern_small_town, MONSTER, minecraft:zombie_villager, 50, 1, 1
506, private, apocalypse_overwrite:modern_small_town, AMBIENT, minecraft:bat, 10, 8, 8
507, private, apocalypse_overwrite:modern_small_town, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
508, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, minecraft:zombie, 80, 4, 4
509, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, minecraft:zombie_villager, 50, 1, 1
510, private, apocalypse_overwrite:modern_small_town_desert, AMBIENT, minecraft:bat, 10, 8, 8
511, private, apocalypse_overwrite:modern_small_town_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
512, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
513, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
514, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
515, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
516, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
517, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 5, 4, 4
518, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
519, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
520, nether, minecraft:nether_wastes, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
521, nether, minecraft:nether_wastes, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
522, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
523, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
524, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
525, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
526, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
527, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
528, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
529, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
530, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
531, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
532, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
533, ocean, minecraft:ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
534, ocean, minecraft:ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
535, ocean, minecraft:ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
536, ocean, minecraft:ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
537, ocean, minecraft:ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
538, ocean, minecraft:ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
539, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
540, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
541, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
542, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
543, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
544, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
545, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
546, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
547, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
548, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
549, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
550, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
551, forest, minecraft:old_growth_birch_forest, MONSTER, hwg:merc, 5, 1, 2
552, forest, minecraft:old_growth_birch_forest, MONSTER, hwg:spy, 5, 1, 2
553, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
554, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
555, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
556, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
557, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
558, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
559, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
560, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
561, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
562, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
563, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
564, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
565, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
566, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
567, taiga, minecraft:old_growth_pine_taiga, MONSTER, hwg:merc, 5, 1, 2
568, taiga, minecraft:old_growth_pine_taiga, MONSTER, hwg:spy, 5, 1, 2
569, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
570, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
571, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
572, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
573, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
574, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
575, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
576, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
577, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
578, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
579, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
580, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
581, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
582, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
583, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
584, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
585, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
586, taiga, minecraft:old_growth_spruce_taiga, MONSTER, hwg:merc, 5, 1, 2
587, taiga, minecraft:old_growth_spruce_taiga, MONSTER, hwg:spy, 5, 1, 2
588, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
589, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
590, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
591, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
592, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
593, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
594, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
595, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
596, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
597, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
598, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
599, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
600, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
601, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
602, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
603, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
604, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
605, plains, minecraft:plains, MONSTER, hwg:merc, 5, 1, 2
606, plains, minecraft:plains, MONSTER, hwg:spy, 5, 1, 2
607, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
608, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
609, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
610, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
611, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 2, 6
612, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
613, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
614, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
615, nether, incendium:quartz_flats, MONSTER, minecraft:ghast, 80, 8, 8
616, nether, incendium:quartz_flats, MONSTER, minecraft:skeleton, 80, 1, 5
617, nether, incendium:quartz_flats, MONSTER, minecraft:zombified_piglin, 5, 1, 4
618, nether, incendium:quartz_flats, CREATURE, minecraft:strider, 60, 1, 2
619, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
620, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
621, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
622, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
623, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
624, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
625, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
626, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
627, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
628, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
629, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
630, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
631, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
632, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
633, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
634, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
635, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
636, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
637, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
638, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 10, 1, 4
639, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
640, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
641, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
642, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
643, savanna, minecraft:savanna, CREATURE, minecraft:cow, 8, 4, 4
644, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
